Make,Model,Model Year,Mileage,ADS Equipped?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Highest Injury Severity Alleged,Property Damage?,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),Weather
Lucid,Air Touring,2023.0,3183.0,Yes,JUN-2023,14:59,Foster,RI ,Highway / Freeway,Dry,No Unusual Conditions,45.0,Daylight, , ,Cloudy, , , ,Unknown,Yes,Proceeding Straight,Yes,Yes,Yes,53.0,Cloudy
Cruise,AV,2022.0,11343.0,Yes,JUN-2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted, , ,Cloudy, , , ,Unknown,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Cloudy
Cruise,AV,2022.0,11343.0,Yes,JUN-2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted, , ,Cloudy, , , ,Unknown,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Cloudy
Jaguar,I-Pace,2021.0,44157.0,Yes,MAY-2023,10:56,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,23.0,Cloudy
Jaguar,I-Pace,2021.0,69071.0,Yes,MAY-2023,23:30,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,61480.0,Yes,MAY-2023,21:29,Mesa,AZ ,Highway / Freeway,Dry,Traffic Incident,65.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,63.0,Clear
Lucid,Air Touring,2023.0,3183.0,Yes,JUN-2023,14:59,Foster,RI ,Highway / Freeway,Dry,No Unusual Conditions,45.0,Daylight, , ,Cloudy, , , ,Unknown,Yes,Proceeding Straight,Yes,Yes,Yes,53.0,Cloudy
Jaguar,I-Pace,2021.0,44157.0,Yes,MAY-2023,10:56,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,23.0,Cloudy
Jaguar,I-Pace,2021.0,55792.0,Yes,MAY-2023,09:42,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2021.0,69071.0,Yes,MAY-2023,23:30,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,52978.0,Yes,MAY-2023,20:48,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Dark - Lighted, , ,Cloudy, , , ,No Injuries Reported,Yes,Parking Maneuver,No,No,No Passengers in Vehicle,6.0,Cloudy
Jaguar,I-Pace,2021.0,61480.0,Yes,MAY-2023,21:29,Mesa,AZ ,Highway / Freeway,Dry,Traffic Incident,65.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,63.0,Clear
Jaguar,I-Pace,2021.0,34261.0,Yes,MAY-2023,13:37,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,32.0,Clear
NISSAN,LEAF,2019.0,146898.0,Yes,JUN-2023,14:06,san jose,CA ,Street,Dry,No Unusual Conditions,45.0,Daylight,Clear, , , , , ,Moderate,No,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2023.0,8032.0,Yes,MAY-2023,00:14,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Cruise,AV,2022.0,12624.0,Yes,MAY-2023,23:12,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2023.0,6367.0,Yes,MAY-2023,00:35,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,Yes,No,No Passengers in Vehicle,8.0,Clear
Cruise,AV,2023.0,1459.0,Yes,MAY-2023,00:35,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,"No, see Narrative",0.0,Clear
Cruise,AV,2023.0,160.0,Yes,MAY-2023,03:34,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,9.0,Clear
Cruise,AV,2023.0,8032.0,Yes,MAY-2023,00:14,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Cruise,AV,2022.0,12624.0,Yes,MAY-2023,23:12,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2023.0,6367.0,Yes,MAY-2023,00:35,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,8.0,Clear
Cruise,AV,2023.0,1459.0,Yes,MAY-2023,00:35,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,"No, see Narrative",0.0,Clear
Cruise,AV,2023.0,160.0,Yes,MAY-2023,03:34,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,9.0,Clear
Hyundai,Kona EV,2021.0,22303.0,Yes,JUN-2023,11:39,Fremont,CA ,Street,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,No,Stopped,No,No,Yes,0.0,Clear
Toyota,Highlander,2016.0,112547.0,Yes,JAN-2023,15:00,Las Vegas,NV ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,24.0,Clear
Toyota,Highlander,2017.0,60250.0,Yes,MAY-2023,11:40,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,Yes,Proceeding Straight,No,No,Yes,1.0,Clear
Toyota,Highlander,2016.0,120162.0,Yes,MAY-2023,10:52,Paradise,NV ,Street,Dry,No Unusual Conditions,45.0,Daylight,Clear, , , , , ,Minor,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-PACE,2021.0,85743.0,Yes,JUN-2023,13:17,Phoenix,AZ ,Highway / Freeway,Dry,Work Zone,65.0,Daylight,Clear, , , , , ,Moderate,Yes,Proceeding Straight,No,Yes,Yes,13.0,Clear
Lucid,Air Touring,2023.0,3183.0,Yes,JUN-2023,14:59,Foster,RI ,Highway / Freeway,Dry,No Unusual Conditions,45.0,Daylight, , ,Cloudy, , , ,Unknown,Yes,Proceeding Straight,Yes,Yes,Yes,53.0,Cloudy
Cruise,AV,2022.0,11343.0,Yes,JUN-2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted, , ,Cloudy, , , ,Unknown,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Cloudy
Cruise,AV,2022.0,11343.0,Yes,JUN-2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted, , ,Cloudy, , , ,Unknown,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Cloudy
Cruise,AV,2020.0,52008.0,Yes,JUN-2023,04:31,Chandler,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,No Passengers in Vehicle,14.0,Clear
Jaguar,I-PACE,2021.0,85743.0,Yes,JUN-2023,13:17,Phoenix,AZ ,Highway / Freeway,Dry,Work Zone,65.0,Daylight,Clear, , , , , ,Unknown,Yes,Proceeding Straight,No,Yes,Yes,13.0,Clear
Cruise,AV,2020.0,52008.0,Yes,JUN-2023,04:31,Chandler,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,No Passengers in Vehicle,14.0,Clear
Jaguar,I-PACE,2021.0,85743.0,Yes,JUN-2023,13:17,Phoenix,AZ ,Highway / Freeway,Dry,Work Zone,65.0,Daylight,Clear, , , , , ,Unknown,Yes,Proceeding Straight,No,Yes,Yes,13.0,Clear
Cruise,AV,2022.0,3738.0,Yes,MAY-2023,21:24,San Drancisco,CA ,Street,Dry,"Other, see Narrative",25.0,Dark - Lighted,Clear, , , , , ,Minor,Yes,Proceeding Straight,No,Yes,Yes,15.0,Clear
Toyota,Sienna,2021.0,13761.0,Yes,MAY-2023,16:40,Grand Rapids,MN ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,No,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2022.0,3738.0,Yes,MAY-2023,21:24,San Francisco,CA ,Street,Dry,"Other, see Narrative",25.0,Dark - Lighted,Clear, , , , , ,Minor,Yes,Proceeding Straight,No,Yes,Yes,15.0,Clear
Jaguar,I-Pace,2021.0,78122.0,Yes,MAY-2023,17:54,Phoenix,AZ ,Parking Lot,Dry,"Other, see Narrative",15.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,No Passengers in Vehicle,10.0,Clear
Jaguar,I-Pace,2021.0,43564.0,Yes,MAY-2023,17:34,Phoenix,AZ ,Parking Lot,Dry,"Other, see Narrative",15.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,8.0,Clear
Jaguar,I-Pace,2021.0,44839.0,Yes,MAY-2023,15:27,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-PACE,2021.0,32348.0,Yes,APR-2023,22:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,15.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-PACE,2021.0,45560.0,Yes,APR-2023,17:29,Santa Monica,CA ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,36194.0,Yes,MAY-2023,10:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,4.0,Cloudy
Cruise,AV,2020.0,55445.0,Yes,APR-2023,14:58,Mesa,AZ ,Street,Dry,No Unusual Conditions,45.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,34.0,Clear
Nissan,Leaf,2023.0,8009.0,Yes,MAY-2023,11:41,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Daylight,Clear, , , , , ,No Injuries Reported,No,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,36194.0,Yes,MAY-2023,10:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,4.0,Cloudy
Jaguar,I-PACE,2021.0,40453.0,Yes,APR-2023,13:53,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Parked,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-PACE,2021.0,42716.0,Yes,APR-2023,17:29,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-PACE,2021.0,48606.0,Yes,APR-2023,8:02,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,1.0,Clear
Chrysler,Pacifica,2017.0,24311.0,Yes,APR-2023,15:43,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,5.0,Clear
Jaguar,I-PACE,2021.0,45560.0,Yes,APR-2023,17:29,Santa Monica,CA ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-PACE,2021.0,32348.0,Yes,APR-2023,22:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,15.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2022.0,9482.0,Yes,APR-2023,21:59,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Making Right Turn,No,No,No Passengers in Vehicle,4.0,Clear
Cruise,AV,2023.0,2293.0,Yes,APR-2023,20:13,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Cruise,AV,2023.0,965.0,Yes,APR-2023,23:35,San Francisco,CA ,Intersection,Dry,"Other, see Narrative",25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,10.0,Clear
Cruise,AV,2023.0,2109.0,Yes,APR-2023,00:35,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,"No, see Narrative",0.0,Clear
Cruise,AV,2020.0,55445.0,Yes,APR-2023,14:58,Mesa,AZ ,Street,Dry,No Unusual Conditions,45.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,34.0,Clear
Cruise,AV,2022.0,9482.0,Yes,APR-2023,21:59,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Making Right Turn,No,No,No Passengers in Vehicle,4.0,Clear
Cruise,AV,2023.0,2293.0,Yes,APR-2023,20:13,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Cruise,AV,2023.0,965.0,Yes,APR-2023,23:35,San Francisco,CA ,Intersection,Dry,"Other, see Narrative",25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,10.0,Clear
Cruise,AV,2023.0,2109.0,Yes,APR-2023,00:35,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,"No, see Narrative",0.0,Clear
Cruise,AV,2022.0,19560.0,Yes,MAY-2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,Clear, , , , , ,Minor,Yes,Making Left Turn,No,Yes,Yes,7.0,Clear
Cruise,AV,2022.0,19560.0,Yes,MAY-2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,Clear, , , , , ,Minor,Yes,Making Left Turn,No,Yes,Yes,7.0,Clear
Cruise,AV,2023.0,7361.0,Yes,MAY-2023,09:32,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,5.0,Clear
Cruise,AV,2022.0,19560.0,Yes,MAY-2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,Clear, , , , , ,Minor,Yes,Making Left Turn,No,Yes,Yes,5.0,Clear
Cruise,AV,2023.0,7361.0,Yes,MAY-2023,09:32,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,5.0,Clear
Cruise,AV,2022.0,19560.0,Yes,MAY-2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,Clear, , , , , ,Minor,Yes,Making Left Turn,No,Yes,Yes,5.0,Clear
Jaguar,I-Pace,2021.0,44861.0,Yes,MAY-2023,15:27,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Cruise,AV,2023.0,7361.0,Yes,MAY-2023,09:32,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,5.0,Clear
Cruise,AV,2023.0,7361.0,Yes,MAY-2023,09:32,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,5.0,Clear
Jaguar,I-Pace,2021.0,36194.0,Yes,MAY-2023,10:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,4.0,Cloudy
Jaguar,I-Pace,2021.0,36194.0,Yes,MAY-2023,10:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,4.0,Cloudy
Cruise,AV,2022.0,19560.0,Yes,MAY-2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,Clear, , , , , ,Minor,Yes,Making Left Turn,No,Yes,Yes,5.0,Clear
Cruise,AV,2022.0,19560.0,Yes,MAY-2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,Clear, , , , , ,Minor,Yes,Making Left Turn,No,Yes,Yes,5.0,Clear
Lexus,RX450h,2020.0,28420.0,Yes,APR-2023,16:16,Ann Arbor,MI ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,No,"Other, see Narrative",No,No,Yes,18.0,Clear
Toyota,Highlander,2016.0,61479.0,Yes,JUN-2022,13:15,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Moderate,Unknown,Proceeding Straight,No,No,Yes,12.0,Clear
Toyota,Highlander,2016.0,91466.0,Yes,JUN-2022,10:45,San Mateo,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Parking Maneuver,No,No,Yes,6.0,Clear
Cruise,AV,2022.0,4743.0,Yes,APR-2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,"No, see Narrative",0.0,Clear
Cruise,AV,2023.0,4131.0,Yes,APR-2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,9.0,Clear
Cruise,AV,2023.0,4131.0,Yes,APR-2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,9.0,Clear
Cruise,AV,2022.0,4743.0,Yes,APR-2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,"No, see Narrative",0.0,Clear
Toyota,Highlander,2016.0,57706.0,Yes,FEB-2022,08:40,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Unknown,Stopped,No,No,Yes,0.0,Clear
Toyota,Highlander,2016.0,81606.0,Yes,MAY-2022,13:30,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Unknown,Stopped,No,No,Yes,25.0,Clear
Toyota,Highlander,2016.0,41402.0,Yes,JUL-2022,14:30,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,1.0,Clear
Toyota,Highlander,2019.0,66457.0,Yes,AUG-2022,17:21,Menlo Park,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,Minor,Yes,Making Left Turn,No,Yes,Yes,2.0,Clear
Toyota,Highlander,2016.0,89239.0,Yes,FEB-2023,14:28,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Making Right Turn,No,No,Yes,7.0,Clear
Toyota,Highlander,2016.0,76168.0,Yes,FEB-2023,13:27,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Toyota,Highlander,2016.0,76298.0,Yes,FEB-2023,18:06,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Toyota,Highlander,2017.0,43963.0,Yes,APR-2023,11:19,San Francisco,CA ,Intersection,Dry,Work Zone,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2023.0,5603.0,Yes,APR-2023,4:45,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,Yes,Yes,No Passengers in Vehicle,3.0,Clear
Cruise,AV,2023.0,5603.0,Yes,APR-2023,4:45,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,Yes,Yes,No Passengers in Vehicle,3.0,Clear
Jaguar,I-Pace,2021.0,45624.0,Yes,APR-2023,10:46,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,61708.0,Yes,MAR-2023,13:35,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Making Right Turn,No,No,Yes,2.0,Clear
Jaguar,I-Pace,2021.0,38155.0,Yes,MAR-2023,10:43,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Jaguar,I-Pace,2021.0,48335.0,Yes,MAR-2023,21:28,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Dark - Lighted, , , , ,Rain, ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Rain
Jaguar,I-Pace,2021.0,36912.0,Yes,MAR-2023,2:19,San Bruno,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,64.0,Clear
Jaguar,I-Pace,2021.0,38882.0,Yes,MAR-2023,17:10,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Changing Lanes,No,No,Yes,8.0,Clear
Jaguar,I-Pace,2021.0,44094.0,Yes,MAR-2023,19:00,Tempe,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,Clear, , , , , ,Minor,Unknown,Proceeding Straight,No,No,Yes,1.0,Clear
Jaguar,I-Pace,2021.0,38882.0,Yes,MAR-2023,17:10,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Changing Lanes,No,No,Yes,8.0,Clear
Jaguar,I-Pace,2021.0,36912.0,Yes,MAR-2023,2:19,San Bruno,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,64.0,Clear
Jaguar,I-Pace,2021.0,48335.0,Yes,MAR-2023,21:28,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Dark - Lighted, , , , ,Rain, ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Rain
Jaguar,I-Pace,2021.0,44094.0,Yes,MAR-2023,19:00,Tempe,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,Clear, , , , , ,Minor,Unknown,Proceeding Straight,No,No,Yes,1.0,Clear
Jaguar,I-Pace,2021.0,61708.0,Yes,MAR-2023,13:35,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Making Right Turn,No,No,Yes,2.0,Clear
Jaguar,I-Pace,2021.0,38155.0,Yes,MAR-2023,10:43,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Nissan,Leaf SV Plus,2023.0,868.0,Yes,DEC-2022,16:31,Las Vegas,NV ,Intersection,Dry,No Unusual Conditions,30.0,Dawn / Dusk,Clear, , , , , ,No Injuries Reported,Yes,Making Right Turn,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,38882.0,Yes,MAR-2023,17:10,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Changing Lanes,No,No,Yes,8.0,Clear
Jaguar,I-Pace,2021.0,36912.0,Yes,MAR-2023,2:19,San Bruno,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,64.0,Clear
Jaguar,I-Pace,2021.0,48335.0,Yes,MAR-2023,21:28,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Dark - Lighted, , , , ,Rain, ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Rain
Jaguar,I-Pace,2021.0,34727.0,Yes,MAR-2023,20:26,San Francisco,CA ,Parking Lot,Dry,No Unusual Conditions,15.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Entering Traffic,No,No,Yes,2.0,Clear
