Make,Model,Model Year,Mileage,ADS Equipped?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Highest Injury Severity Alleged,Property Damage?,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),Weather
Jaguar,I-Pace,2021.0,56344.0,Yes,JAN-2024,12:04,Los Angeles,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Unknown,Yes,Stopped,No,No,"No, see Narrative",0.0,Clear
Jaguar,I-Pace,2024.0,7345.0,Yes,JUL-2024,04:58,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Parked,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,25984.0,Yes,JUL-2024,11:29,Phoenix,AZ ,Parking Lot,Dry,No Unusual Conditions,5.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2024.0,449.0,Yes,JUL-2024,18:16,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,4329.0,Yes,JUL-2024,11:06,Austin,TX ,Street,Dry,No Unusual Conditions,40.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Jaguar,I-Pace,2024.0,9894.0,Yes,JUL-2024,16:35,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,"No, see Narrative",0.0,Clear
Jaguar,I-Pace,2024.0,19267.0,Yes,JUL-2024,23:59,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Backing,No,No,No Passengers in Vehicle,2.0,Clear
Jaguar,I-Pace,2024.0,18994.0,Yes,JUL-2024,12:18,Los Angeles,CA ,Street,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Changing Lanes,No,No,No Passengers in Vehicle,1.0,Clear
Jaguar,I-Pace,2024.0,26111.0,Yes,JUL-2024,11:36,Tempe,AZ ,Parking Lot,Dry,No Unusual Conditions,15.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Parked,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,1792.0,Yes,JUL-2024,16:13,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,"No, see Narrative",0.0,Clear
Jaguar,I-Pace,2024.0,11567.0,Yes,JUL-2024,09:21,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,9.0,Clear
Jaguar,I-Pace,2024.0,11036.0,Yes,JUL-2024,09:45,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Cloudy
Jaguar,I-Pace,2024.0,9670.0,Yes,JUL-2024,20:58,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Cloudy
Jaguar,I-Pace,2024.0,8816.0,Yes,JUL-2024,15:40,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2024.0,8190.0,Yes,JUL-2024,14:21,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,11124.0,Yes,JUL-2024,16:27,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,86073.0,Yes,JUL-2024,18:53,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2024.0,9047.0,Yes,JUL-2024,15:09,Los Angeles,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,18992.0,Yes,JUL-2024,08:18,Phoenix,AZ ,Street,Dry,No Unusual Conditions,40.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,2.0,Clear
Toyota,Highlander,2019.0,27052.0,Yes,JUL-2024,18:43,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,"Other, see Narrative",No,No,Yes,1.0,Cloudy
Jaguar,I-Pace,2021.0,135319.0,Yes,JUL-2024,16:00,Chandler,AZ ,Parking Lot,Dry,No Unusual Conditions,10.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Making Left Turn,No,No,"No, see Narrative",5.0,Clear
Jaguar,I-Pace,2021.0,91896.0,Yes,JUL-2024,20:27,Phoenix,AZ ,Parking Lot,Dry,No Unusual Conditions,5.0,Dark - Lighted,Clear, , , , , ,Minor,Yes,Parked,No,No,Yes,0.0,Clear
Toyota,Highlander,2019.0,16733.0,Yes,JUL-2024,15:25,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Toyota,Highlander,2019.0,68476.0,Yes,JUL-2024,17:29,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Toyota,Highlander,2017.0,115923.0,Yes,AUG-2024,17:53,Spring Valley,NV ,Street,Dry,No Unusual Conditions,45.0,Daylight,Clear, , , , , ,Unknown,Yes,Proceeding Straight,No,No,Yes,4.0,Clear
Jaguar,I-Pace,2021.0,78170.0,Yes,AUG-2024,00:08,San Francisco,CA ,Parking Lot,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,No Passengers in Vehicle,1.0,Clear
Jaguar,I-Pace,2021.0,138814.0,Yes,AUG-2024,18:25,Scottsdale,AZ ,Parking Lot,Dry,No Unusual Conditions,15.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,1.0,Clear
Jaguar,I-Pace,2021.0,139899.0,Yes,AUG-2024,12:24,Scottsdale,AZ ,Street,Dry,No Unusual Conditions,45.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,44.0,Clear
Jaguar,I-Pace,2021.0,160918.0,Yes,AUG-2024,10:03,Scottsdale,AZ ,Street,Dry,"Other, see Narrative",45.0,Daylight,Clear, , , , , ,Moderate,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,160918.0,Yes,AUG-2024,10:03,Scottsdale,AZ ,Street,Dry,"Other, see Narrative",45.0,Daylight,Clear, , , , , ,Moderate,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,88108.0,Yes,AUG-2024,13:58,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Jaguar,I-Pace,2024.0,26823.0,Yes,AUG-2024,14:21,Phoenix,AZ ,Parking Lot,Dry,No Unusual Conditions,15.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,"No, see Narrative",0.0,Clear
Toyota,Sienna,2022.0,11837.0,Yes,JUL-2024,12:57,Miami,FL ,Street,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,No,Changing Lanes,No,No,Yes,15.0,Clear
Toyota,Siennaa,2022.0,10326.0,Yes,JUL-2024,08:40,Miami,FL ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,No,Stopped,No,No,Yes,0.0,Clear
Toyota,Highlander,2017.0,115923.0,Yes,AUG-2024,17:53,Spring Valley,NV ,Street,Dry,No Unusual Conditions,45.0,Daylight,Clear, , , , , ,Unknown,Yes,Proceeding Straight,No,No,Yes,4.0,Clear
Jaguar,I-Pace,2021.0,127153.0,Yes,JUL-2024,03:07,Scottsdale,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,Clear, , , , , ,Unknown,Yes,Proceeding Straight,No,Yes,Yes,44.0,Clear
Jaguar,I-Pace,2021.0,85516.0,Yes,JUL-2024,16:43,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Making Left Turn,No,Yes,Yes,8.0,Clear
Jaguar,I-Pace,2021.0,104307.0,Yes,JUL-2024,18:25,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Cloudy
Jaguar,I-Pace,2024.0,431.0,Yes,JUL-2024,04:28,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Not Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,30108.0,Yes,JUL-2024,22:53,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Dark - Lighted,Clear, , , , , ,Unknown,Yes,Lane / Road Departure,Yes,Yes,No Passengers in Vehicle,8.0,Clear
Toyota,Highlander,2019.0,31992.0,Yes,JUL-2024,11:07,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,No,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2021.0,127153.0,Yes,JUL-2024,03:07,Scottsdale,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,Clear, , , , , ,Unknown,Yes,Proceeding Straight,No,Yes,Yes,44.0,Clear
Jaguar,I-Pace,2024.0,5287.0,Yes,JUL-2024,17:41,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2021.0,94884.0,Yes,JUL-2024,15:49,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,119981.0,Yes,JUL-2024,13:26,Mountain View,CA ,Parking Lot,Dry,No Unusual Conditions,5.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Lane / Road Departure,No,Yes,Yes,6.0,Clear
Jaguar,I-Pace,2021.0,119981.0,Yes,JUL-2024,13:26,Mountain View,CA ,Parking Lot,Dry,No Unusual Conditions,5.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Lane / Road Departure,No,Yes,Yes,6.0,Clear
Toyota,Sienna,2022.0,15976.0,Yes,JUL-2024,13:57,Miami,FL ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,No,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2024.0,30107.0,Yes,JUL-2024,22:53,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Dark - Lighted,Clear, , , , , ,Unknown,Yes,Lane / Road Departure,Yes,Yes,No Passengers in Vehicle,8.0,Clear
Jaguar,I-Pace,2021.0,73354.0,Yes,JUL-2024,20:48,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Toyota,Highlander,2019.0,31992.0,Yes,JUL-2024,11:07,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,No,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,5287.0,Yes,JUL-2024,17:41,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2021.0,134631.0,Yes,JUL-2024,00:16,Scottsdale,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,Clear, , , , , ,Minor,Yes,Proceeding Straight,No,Yes,Yes,24.0,Clear
Jaguar,I-Pace,2021.0,94884.0,Yes,JUL-2024,15:49,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,152712.0,Yes,JUL-2024,02:35,Scottsdale,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,No Passengers in Vehicle,3.0,Clear
Jaguar,I-Pace,2021.0,112590.0,Yes,JUL-2024,12:59,San Francisco,CA ,Parking Lot,Dry,No Unusual Conditions,5.0,Daylight,Clear, , , , , ,Unknown,No,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,164.0,Yes,MAY-2024,11:45,San Francisco,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight, , ,Cloudy, , , ,Minor,Yes,Changing Lanes,No,No,Yes,10.0,Cloudy
Jaguar,I-Pace,2021.0,128293.0,Yes,JUN-2024,16:54,Marina Del Rey,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Making Left Turn,No,No,Yes,13.0,Cloudy
Local Motors (LOCM),Olli 2.0 Shuttle,2020.0,7394.0,Yes,JUN-2024,13:57,Jacksonville,FL ,Parking Lot,Dry,No Unusual Conditions,15.0,Daylight,Clear, , , , , ,No Injuries Reported,No,Stopped,No,No,"No, see Narrative",0.0,Clear
Jaguar,I-Pace,2024.0,5587.0,Yes,JUN-2024,11:54,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2024.0,25710.0,Yes,JUN-2024,13:24,Phoenix,AZ ,Parking Lot,Dry,No Unusual Conditions,15.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,"No, see Narrative",0.0,Clear
Jaguar,I-Pace,2024.0,3200.0,Yes,JUN-2024,00:07,Santa Monica,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Not Lighted,Clear, , , , , ,No Injuries Reported,Yes,Entering Traffic,No,No,No Passengers in Vehicle,2.0,Clear
Jaguar,I-Pace,2021.0,81873.0,Yes,MAY-2024,11:18,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Daylight,Clear, , , , , ,Unknown,Yes,Making Left Turn,No,No,Yes,1.0,Clear
Jaguar,I-Pace,2024.0,164.0,Yes,MAY-2024,11:45,San Francisco,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight, , ,Cloudy, , , ,Minor,Yes,Changing Lanes,No,No,Yes,10.0,Cloudy
Jaguar,I-Pace,2024.0,15703.0,Yes,JUN-2024,20:15,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,3.0,Clear
Jaguar,I-Pace,2024.0,6594.0,Yes,JUN-2024,16:37,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2024.0,16368.0,Yes,JUN-2024,11:39,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2021.0,78153.0,Yes,JUN-2024,22:53,Chandler,AZ ,Street,Dry,No Unusual Conditions,45.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,44.0,Clear
Jaguar,I-Pace,2024.0,1436.0,Yes,JUN-2024,08:47,San Francisco,CA ,Parking Lot,Dry,No Unusual Conditions,15.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Making Left Turn,No,No,No Passengers in Vehicle,2.0,Clear
Jaguar,I-Pace,2021.0,90236.0,Yes,JUN-2024,21:20,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Lucid,Air Touring,2023.0,3183.0,Yes,JUN-2023,14:59,Foster,RI ,Highway / Freeway,Dry,No Unusual Conditions,45.0,Daylight, , ,Cloudy, , , ,Unknown,Yes,Proceeding Straight,Yes,Yes,Yes,53.0,Cloudy
Jaguar,I-Pace,2021.0,85292.0,Yes,JUN-2024,18:05,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Cloudy
Jaguar,I-Pace,2021.0,127908.0,Yes,JUN-2024,12:28,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,1.0,Cloudy
Jaguar,I-Pace,2021.0,85096.0,Yes,JUN-2024,16:49,Tempe,AZ ,Street,Dry,No Unusual Conditions,45.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2024.0,15644.0,Yes,JUN-2024,15:25,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2021.0,71211.0,Yes,JUN-2024,12:52,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,10618.0,Yes,JUN-2024,13:33,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Changing Lanes,No,No,Yes,3.0,Cloudy
Jaguar,I-Pace,2021.0,79252.0,Yes,JUN-2024,23:49,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,34062.0,Yes,JUN-2024,13:12,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Parked,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2021.0,128293.0,Yes,JUN-2024,16:54,Marina Del Rey,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Making Left Turn,No,No,Yes,13.0,Cloudy
Jaguar,I-Pace,2021.0,129577.0,Yes,JUN-2024,10:38,Phoenix,AZ ,Street,Dry,No Unusual Conditions,40.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2024.0,14415.0,Yes,JUN-2024,22:52,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Changing Lanes,No,No,Yes,35.0,Clear
Jaguar,I-Pace,2021.0,122972.0,Yes,JUN-2024,04:37,Phoenix,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,35.0,Clear
Peterbilt,579,2024.0,22595.0,Yes,JUN-2024,23:14,Huntsville,TX ,Highway / Freeway,Dry,No Unusual Conditions,75.0,Dark - Not Lighted, , , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,65.0,
Nissan,Leaf,2019.0,25430.0,Yes,JUN-2024,15:51,Santa Clara,CA ,Street,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,No,Making U-Turn,No,No,No Passengers in Vehicle,6.0,Clear
Cruise,AV,2023.0,6808.0,Yes,JUN-2024,04:55,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Dawn / Dusk,Clear, , , , , ,Moderate,Yes,"Other, see Narrative",No,Yes,Yes,0.0,Clear
Chevrolet,Bolt,2020.0,24248.0,Yes,AUG-2021,12:58,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,22.0,Clear
Jaguar,I-Pace,2021.0,73354.0,Yes,JUL-2024,20:48,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Peterbilt,579,2024.0,22595.0,Yes,JUN-2024,23:14,Huntsville,TX ,Highway / Freeway,Dry,No Unusual Conditions,75.0,Dark - Not Lighted, , , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,65.0,
Chevrolet,Bolt,2020.0,24248.0,Yes,AUG-2021,12:58,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,22.0,Clear
Cruise,AV,2023.0,6808.0,Yes,JUN-2024,04:55,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Dawn / Dusk,Clear, , , , , ,Moderate,Yes,"Other, see Narrative",No,Yes,Yes,0.0,Clear
Volkswagen,ID.Buzz,2023.0,4247.0,Yes,JUN-2024,12:54,Austin,TX ,Street,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,9.0,Clear
Jaguar,I-Pace,2024.0,17265.0,Yes,JUL-2024,20:43,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk, , ,Cloudy, , , ,No Injuries Reported,Yes,"Other, see Narrative",Yes,Yes,Yes,1.0,Cloudy
Jaguar,I-Pace,2024.0,1283.0,Yes,JUN-2024,21:24,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,112590.0,Yes,JUL-2024,12:59,San Francisco,CA ,Parking Lot,Dry,No Unusual Conditions,5.0,Daylight,Clear, , , , , ,Unknown,No,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2021.0,136899.0,Yes,JUN-2024,00:21,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,1283.0,Yes,JUN-2024,21:24,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,105914.0,Yes,JUN-2024,7:12,Phoenix,AZ ,Street,Dry,No Unusual Conditions,40.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,5004.0,Yes,JUN-2024,00:33,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,"No, see Narrative",0.0,Clear
Toyota,Prius,2022.0,13728.0,Yes,JUN-2024,17:10,Houston,TX ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Making Left Turn,No,Yes,Yes,14.0,Clear
Jaguar,I-Pace,2021.0,89544.0,Yes,JUN-2024,18:34,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,25.0,Clear
Jaguar,I-Pace,2024.0,277.0,Yes,MAY-2024,23:16,San Francisco,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Not Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,61.0,Clear
Jaguar,I-Pace,2024.0,164.0,Yes,MAY-2024,11:45,San Francisco,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Changing Lanes,No,No,Yes,10.0,Cloudy
Jaguar,I-Pace,2024.0,12239.0,Yes,JUN-2024,12:58,Scottsdale,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,"No, see Narrative",22.0,Clear
Jaguar,I-Pace,2024.0,13931.0,Yes,JUN-2024,23:31,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,Moderate,Yes,Proceeding Straight,No,Yes,Yes,1.0,Clear
Jaguar,I-Pace,2024.0,748.0,Yes,JUN-2024,01:21,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Dark - Lighted, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Jaguar,I-Pace,2021.0,134602.0,Yes,MAY-2024,14:56,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Daylight,Clear, , , , , ,Unknown,Yes,Making Left Turn,No,Yes,No Passengers in Vehicle,3.0,Clear
Jaguar,I-Pace,2024.0,2619.0,Yes,MAY-2024,21:08,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2024.0,3754.0,Yes,MAY-2024,22:54,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,9.0,Clear
Jaguar,I-Pace,2021.0,125840.0,Yes,MAY-2024,11:02,Tempe,AZ ,Parking Lot,Dry,No Unusual Conditions,15.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Parking Maneuver,No,No,No Passengers in Vehicle,4.0,Clear
